RxNorm,ATC
1116926,H02AB02
1116927,H02AB02
1145623,H02AB02
1249709,H02AB02
1249710,H02AB02
1249711,H02AB02
1249712,H02AB02
1374371,H02AB02
1374372,H02AB02
1374384,H02AB02
1374385,H02AB02
1374386,H02AB02
1374387,H02AB02
1374388,H02AB02
1374389,H02AB02
1374390,H02AB02
1374391,H02AB02
1374392,H02AB02
1374407,H02AB02
1374408,H02AB02
1374409,H02AB02
1374410,H02AB02
1375104,H02AB02
1375105,H02AB02
1375107,H02AB02
1375114,H02AB02
1375115,H02AB02
1376067,H02AB02
1376068,H02AB02
1376069,H02AB02
1376070,H02AB02
1534288,H02AB02
1534289,H02AB02
1534331,H02AB02
1534398,H02AB02
1812073,H02AB02
1812078,H02AB02
1812079,H02AB02
1812080,H02AB02
1812094,H02AB02
1812095,H02AB02
1812096,H02AB02
1812192,H02AB02
1812194,H02AB02
1869595,H02AB02
1869605,H02AB02
1943549,H02AB02
1943550,H02AB02
1943551,H02AB02
1945071,H02AB02
1945072,H02AB02
197576,H02AB02
197577,H02AB02
197579,H02AB02
197580,H02AB02
197581,H02AB02
197582,H02AB02
197583,H02AB02
1998481,H02AB02
1998482,H02AB02
2045403,H02AB02
2045404,H02AB02
2045406,H02AB02
2045407,H02AB02
2045409,H02AB02
2045410,H02AB02
2045411,H02AB02
205595,H02AB02
205596,H02AB02
205598,H02AB02
205683,H02AB02
205702,H02AB02
205710,H02AB02
205712,H02AB02
205714,H02AB02
205717,H02AB02
2099700,H02AB02
2099701,H02AB02
2118829,H02AB02
2118835,H02AB02
2121587,H02AB02
2121735,H02AB02
2261801,H02AB02
2261802,H02AB02
2286257,H02AB02
2286258,H02AB02
2286261,H02AB02
2387355,H02AB02
2387356,H02AB02
242882,H02AB02
247293,H02AB02
249034,H02AB02
249731,H02AB02
250818,H02AB02
250828,H02AB02
251598,H02AB02
251978,H02AB02
252621,H02AB02
309684,H02AB02
309686,H02AB02
309696,H02AB02
315061,H02AB02
315773,H02AB02
315774,H02AB02
315775,H02AB02
315776,H02AB02
315777,H02AB02
315778,H02AB02
315779,H02AB02
317346,H02AB02
317629,H02AB02
323884,H02AB02
3264,H02AB02
328743,H02AB02
329678,H02AB02
330437,H02AB02
330802,H02AB02
331791,H02AB02
332981,H02AB02
332982,H02AB02
332983,H02AB02
332984,H02AB02
333672,H02AB02
333673,H02AB02
335274,H02AB02
339981,H02AB02
343033,H02AB02
343040,H02AB02
343643,H02AB02
345816,H02AB02
350217,H02AB02
363216,H02AB02
363482,H02AB02
363486,H02AB02
364896,H02AB02
365689,H02AB02
365691,H02AB02
365692,H02AB02
369461,H02AB02
369516,H02AB02
371721,H02AB02
371725,H02AB02
371728,H02AB02
371729,H02AB02
371730,H02AB02
371735,H02AB02
371736,H02AB02
371737,H02AB02
376210,H02AB02
387080,H02AB02
393267,H02AB02
411225,H02AB02
415363,H02AB02
422009,H02AB02
429196,H02AB02
433622,H02AB02
435681,H02AB02
436510,H02AB02
438141,H02AB02
438701,H02AB02
438872,H02AB02
438882,H02AB02
438885,H02AB02
438889,H02AB02
451789,H02AB02
451790,H02AB02
451974,H02AB02
452194,H02AB02
452195,H02AB02
452787,H02AB02
541473,H02AB02
541474,H02AB02
564044,H02AB02
566574,H02AB02
566581,H02AB02
566582,H02AB02
566593,H02AB02
566601,H02AB02
566603,H02AB02
566605,H02AB02
566608,H02AB02
575233,H02AB02
748083,H02AB02
755976,H02AB02
755977,H02AB02
757087,H02AB02
757088,H02AB02
759481,H02AB02
759696,H02AB02
759697,H02AB02
795716,H02AB02
797022,H02AB02
797023,H02AB02
846192,H02AB02
847225,H02AB02
854175,H02AB02
854179,H02AB02
880649,H02AB02
880655,H02AB02
880656,H02AB02
880657,H02AB02
881354,H02AB02
881355,H02AB02
895521,H02AB02
895525,H02AB02
895526,H02AB02
901647,H02AB02
901648,H02AB02
901649,H02AB02
1006801,N05AH02
1006802,N05AH02
1006803,N05AH02
104775,N05AH02
104776,N05AH02
1369822,N05AH02
1369824,N05AH02
1369825,N05AH02
1369827,N05AH02
1369828,N05AH02
1369831,N05AH02
197535,N05AH02
197536,N05AH02
2269078,N05AH02
2269079,N05AH02
2269080,N05AH02
2269081,N05AH02
2626,N05AH02
309373,N05AH02
309374,N05AH02
309375,N05AH02
309376,N05AH02
309377,N05AH02
309378,N05AH02
315047,N05AH02
315705,N05AH02
315706,N05AH02
329456,N05AH02
329457,N05AH02
329458,N05AH02
329459,N05AH02
329460,N05AH02
330643,N05AH02
330840,N05AH02
358929,N05AH02
360368,N05AH02
368910,N05AH02
369388,N05AH02
371602,N05AH02
404669,N05AH02
405960,N05AH02
412718,N05AH02
429212,N05AH02
438812,N05AH02
438813,N05AH02
438814,N05AH02
476177,N05AH02
476178,N05AH02
476179,N05AH02
484769,N05AH02
484770,N05AH02
542975,N05AH02
542976,N05AH02
542977,N05AH02
543012,N05AH02
543013,N05AH02
563747,N05AH02
563748,N05AH02
576049,N05AH02
576062,N05AH02
721773,N05AH02
721774,N05AH02
721775,N05AH02
721776,N05AH02
721777,N05AH02
721778,N05AH02
996921,N05AH02
996922,N05AH02
996923,N05AH02
1006812,P02CA03
1006813,P02CA03
1006815,P02CA03
1006816,P02CA03
1006817,P02CA03
105352,P02CA03
1665665,P02CA03
1665667,P02CA03
199672,P02CA03
211148,P02CA03
246093,P02CA03
250164,P02CA03
315285,P02CA03
330929,P02CA03
330930,P02CA03
330931,P02CA03
333832,P02CA03
367781,P02CA03
370540,P02CA03
370787,P02CA03
370788,P02CA03
430,P02CA03
433227,P02CA03
571608,P02CA03
1009,B01AB02
1659986,B01AB02
1659987,B01AB02
1659988,B01AB02
1659989,B01AB02
1659990,B01AB02
1659991,B01AB02
1661562,B01AB02
1661563,B01AB02
1661564,B01AB02
1661565,B01AB02
1661566,B01AB02
376835,B01AB02
584552,B01AB02
584553,B01AB02
584555,B01AB02
584556,B01AB02
584557,B01AB02
1009,B02BD01
10528,B02BD01
1441688,B02BD01
1484958,B02BD01
1484963,B02BD01
1659765,B02BD01
1666301,B02BD01
1670049,B02BD01
1670050,B02BD01
1670052,B02BD01
1670055,B02BD01
1670383,B02BD01
1673578,B02BD01
1673579,B02BD01
1673581,B02BD01
314504,B02BD01
33835,B02BD01
34822,B02BD01
353495,B02BD01
4249,B02BD01
4254,B02BD01
4256,B02BD01
4262,B02BD01
5224,B02BD01
8834,B02BD01
1009144,N06BA01
1009145,N06BA01
1009146,N06BA01
1009147,N06BA01
1600694,N06BA01
1600695,N06BA01
1600696,N06BA01
1600697,N06BA01
1600698,N06BA01
1600699,N06BA01
1600700,N06BA01
1720583,N06BA01
1720585,N06BA01
1720586,N06BA01
1720588,N06BA01
1720589,N06BA01
1720592,N06BA01
1720593,N06BA01
1720594,N06BA01
1739801,N06BA01
1739802,N06BA01
1739803,N06BA01
1739805,N06BA01
1739806,N06BA01
1739809,N06BA01
1739810,N06BA01
1739811,N06BA01
1739812,N06BA01
1739813,N06BA01
1739814,N06BA01
1739815,N06BA01
1739816,N06BA01
1739817,N06BA01
1739818,N06BA01
1739819,N06BA01
1739820,N06BA01
1739821,N06BA01
1739822,N06BA01
1739823,N06BA01
1739824,N06BA01
1739825,N06BA01
1739826,N06BA01
1739827,N06BA01
1739828,N06BA01
1739829,N06BA01
1739830,N06BA01
1739831,N06BA01
1739832,N06BA01
1739833,N06BA01
1739834,N06BA01
1739835,N06BA01
1739836,N06BA01
1739837,N06BA01
1739838,N06BA01
1739839,N06BA01
1739840,N06BA01
1739841,N06BA01
1927606,N06BA01
1927607,N06BA01
1927610,N06BA01
1927612,N06BA01
1927613,N06BA01
1927616,N06BA01
1927617,N06BA01
1927618,N06BA01
1927619,N06BA01
1927630,N06BA01
1927631,N06BA01
1927632,N06BA01
1927633,N06BA01
1927634,N06BA01
1927637,N06BA01
1927638,N06BA01
1927639,N06BA01
1945839,N06BA01
1945840,N06BA01
1945841,N06BA01
1945842,N06BA01
1945844,N06BA01
2118894,N06BA01
2118895,N06BA01
2118896,N06BA01
2118897,N06BA01
2118898,N06BA01
2118899,N06BA01
2118900,N06BA01
2175794,N06BA01
2175796,N06BA01
2175890,N06BA01
2175891,N06BA01
2175892,N06BA01
2175893,N06BA01
2175894,N06BA01
308198,N06BA01
308199,N06BA01
329261,N06BA01
336008,N06BA01
336045,N06BA01
336047,N06BA01
336049,N06BA01
343573,N06BA01
370893,N06BA01
376410,N06BA01
376997,N06BA01
378856,N06BA01
405856,N06BA01
428463,N06BA01
450610,N06BA01
484707,N06BA01
540473,N06BA01
540474,N06BA01
540479,N06BA01
540480,N06BA01
540809,N06BA01
540812,N06BA01
540813,N06BA01
541359,N06BA01
541360,N06BA01
541363,N06BA01
541365,N06BA01
541770,N06BA01
541772,N06BA01
541773,N06BA01
541878,N06BA01
541879,N06BA01
541880,N06BA01
541888,N06BA01
541889,N06BA01
541892,N06BA01
541893,N06BA01
541894,N06BA01
543317,N06BA01
543318,N06BA01
543321,N06BA01
562728,N06BA01
562729,N06BA01
577952,N06BA01
577953,N06BA01
577957,N06BA01
577959,N06BA01
577960,N06BA01
577961,N06BA01
577962,N06BA01
578394,N06BA01
578395,N06BA01
578397,N06BA01
578399,N06BA01
578402,N06BA01
578403,N06BA01
578406,N06BA01
578548,N06BA01
578552,N06BA01
646461,N06BA01
646462,N06BA01
687039,N06BA01
687040,N06BA01
687043,N06BA01
687044,N06BA01
687045,N06BA01
706127,N06BA01
706130,N06BA01
725,N06BA01
744895,N06BA01
744896,N06BA01
744897,N06BA01
861221,N06BA01
861222,N06BA01
861223,N06BA01
861224,N06BA01
861225,N06BA01
861226,N06BA01
861227,N06BA01
861228,N06BA01
861232,N06BA01
861233,N06BA01
861237,N06BA01
861238,N06BA01
884655,N06BA01
1009145,N06BA02
1009146,N06BA02
1009147,N06BA02
102566,N06BA02
102567,N06BA02
102568,N06BA02
102569,N06BA02
102570,N06BA02
102571,N06BA02
1425333,N06BA02
1425334,N06BA02
1425337,N06BA02
1425338,N06BA02
1425339,N06BA02
1425847,N06BA02
1425854,N06BA02
1426250,N06BA02
1426251,N06BA02
1426252,N06BA02
1426253,N06BA02
1535450,N06BA02
1535451,N06BA02
1535453,N06BA02
1535454,N06BA02
1535455,N06BA02
1535456,N06BA02
1535469,N06BA02
1535470,N06BA02
1535471,N06BA02
1535472,N06BA02
1541609,N06BA02
1927608,N06BA02
1927609,N06BA02
1927610,N06BA02
1927612,N06BA02
1927613,N06BA02
1927616,N06BA02
1927617,N06BA02
1927618,N06BA02
1927619,N06BA02
1927630,N06BA02
1927631,N06BA02
1927632,N06BA02
1927635,N06BA02
1927636,N06BA02
1927637,N06BA02
1927638,N06BA02
1927639,N06BA02
308198,N06BA02
308199,N06BA02
309719,N06BA02
3288,N06BA02
328802,N06BA02
330532,N06BA02
336009,N06BA02
336046,N06BA02
336048,N06BA02
336050,N06BA02
343575,N06BA02
360946,N06BA02
360947,N06BA02
369175,N06BA02
369176,N06BA02
371750,N06BA02
371751,N06BA02
371753,N06BA02
376410,N06BA02
376997,N06BA02
378856,N06BA02
385265,N06BA02
405856,N06BA02
484709,N06BA02
540476,N06BA02
540479,N06BA02
540480,N06BA02
540813,N06BA02
541362,N06BA02
541363,N06BA02
541365,N06BA02
541772,N06BA02
541773,N06BA02
541878,N06BA02
541879,N06BA02
541882,N06BA02
541883,N06BA02
541890,N06BA02
541891,N06BA02
541892,N06BA02
541893,N06BA02
541894,N06BA02
543319,N06BA02
543320,N06BA02
543321,N06BA02
562728,N06BA02
562729,N06BA02
563039,N06BA02
563040,N06BA02
563041,N06BA02
577955,N06BA02
577957,N06BA02
577959,N06BA02
577960,N06BA02
577961,N06BA02
577962,N06BA02
578388,N06BA02
578394,N06BA02
578395,N06BA02
578397,N06BA02
578398,N06BA02
578399,N06BA02
578404,N06BA02
578405,N06BA02
578406,N06BA02
578547,N06BA02
578548,N06BA02
578551,N06BA02
578552,N06BA02
646461,N06BA02
646462,N06BA02
687041,N06BA02
687042,N06BA02
687043,N06BA02
687044,N06BA02
687045,N06BA02
706127,N06BA02
706130,N06BA02
744895,N06BA02
744896,N06BA02
744897,N06BA02
757335,N06BA02
800483,N06BA02
847178,N06BA02
861221,N06BA02
861222,N06BA02
861223,N06BA02
861224,N06BA02
861225,N06BA02
861226,N06BA02
861227,N06BA02
861228,N06BA02
861232,N06BA02
861233,N06BA02
861237,N06BA02
861238,N06BA02
880426,N06BA02
884384,N06BA02
884385,N06BA02
884386,N06BA02
884520,N06BA02
884521,N06BA02
884522,N06BA02
884523,N06BA02
884524,N06BA02
884525,N06BA02
884526,N06BA02
884527,N06BA02
884528,N06BA02
884529,N06BA02
884530,N06BA02
884531,N06BA02
884532,N06BA02
884533,N06BA02
884534,N06BA02
884535,N06BA02
884536,N06BA02
884537,N06BA02
884538,N06BA02
884539,N06BA02
884540,N06BA02
884660,N06BA02
884684,N06BA02
1009211,J06BA02
1117549,J06BA02
1364425,J06BA02
1549698,J06BA02
1809031,J06BA02
1809205,J06BA02
1809206,J06BA02
1809207,J06BA02
1809208,J06BA02
1809209,J06BA02
1809211,J06BA02
1809212,J06BA02
1809213,J06BA02
1809214,J06BA02
1809217,J06BA02
1809218,J06BA02
1809219,J06BA02
1809220,J06BA02
1809414,J06BA02
1809415,J06BA02
1809416,J06BA02
1809417,J06BA02
1809418,J06BA02
1809421,J06BA02
1809422,J06BA02
1809427,J06BA02
1809428,J06BA02
1809429,J06BA02
1809430,J06BA02
1809431,J06BA02
1809434,J06BA02
1809435,J06BA02
1809436,J06BA02
1809437,J06BA02
1809438,J06BA02
1809439,J06BA02
1809440,J06BA02
1809441,J06BA02
1809444,J06BA02
1809445,J06BA02
1809447,J06BA02
1809448,J06BA02
1809456,J06BA02
1809457,J06BA02
1809463,J06BA02
1809464,J06BA02
1809471,J06BA02
1809472,J06BA02
1809474,J06BA02
1809475,J06BA02
1809477,J06BA02
1809479,J06BA02
1809497,J06BA02
1809498,J06BA02
1809499,J06BA02
1809500,J06BA02
1809501,J06BA02
1809502,J06BA02
1809503,J06BA02
1809507,J06BA02
1809508,J06BA02
1809509,J06BA02
1809511,J06BA02
1809513,J06BA02
1809514,J06BA02
1809516,J06BA02
1809517,J06BA02
1809518,J06BA02
1809520,J06BA02
1809521,J06BA02
1809524,J06BA02
1809525,J06BA02
1809539,J06BA02
1809577,J06BA02
1809578,J06BA02
1809579,J06BA02
1809580,J06BA02
1809581,J06BA02
1809582,J06BA02
1809583,J06BA02
1809584,J06BA02
1809642,J06BA02
1809643,J06BA02
1809644,J06BA02
1809647,J06BA02
1809648,J06BA02
1809649,J06BA02
1809651,J06BA02
1809652,J06BA02
1809664,J06BA02
1809665,J06BA02
1809666,J06BA02
1809667,J06BA02
1809668,J06BA02
1809670,J06BA02
1809671,J06BA02
1809672,J06BA02
1809727,J06BA02
1809728,J06BA02
1809729,J06BA02
1809730,J06BA02
1809735,J06BA02
1809736,J06BA02
1809737,J06BA02
1809738,J06BA02
1809744,J06BA02
1809745,J06BA02
1809746,J06BA02
1809747,J06BA02
1876670,J06BA02
1876671,J06BA02
1876672,J06BA02
1876673,J06BA02
1876674,J06BA02
204569,J06BA02
2102434,J06BA02
2102435,J06BA02
2102437,J06BA02
2102438,J06BA02
2102440,J06BA02
2102441,J06BA02
2102442,J06BA02
2102455,J06BA02
2102456,J06BA02
2102459,J06BA02
2102460,J06BA02
2102463,J06BA02
2102464,J06BA02
2102469,J06BA02
2102470,J06BA02
2102471,J06BA02
2102472,J06BA02
2123036,J06BA02
2123037,J06BA02
2123039,J06BA02
2123040,J06BA02
2123042,J06BA02
2123043,J06BA02
2123044,J06BA02
2170634,J06BA02
343818,J06BA02
346473,J06BA02
541556,J06BA02
545182,J06BA02
565300,J06BA02
5666,J06BA02
606477,J06BA02
758997,J06BA02
991217,J06BA02
1009216,B01AC09
1302755,B01AC09
1789857,B01AC09
1789858,B01AC09
1789860,B01AC09
1789861,B01AC09
1789865,B01AC09
1789866,B01AC09
1789870,B01AC09
1789872,B01AC09
1789874,B01AC09
211199,B01AC09
211200,B01AC09
562501,B01AC09
562502,B01AC09
8814,B01AC09
1009217,C09DX02
1009314,C09DX02
1011718,C09DX02
1011723,C09DX02
1011724,C09DX02
1011729,C09DX02
1011734,C09DX02
1011735,C09DX02
316881,C09DX02
325646,C09DX02
350561,C09DX02
69749,C09DX02
864774,C09DX02
864778,C09DX02
1009217,C09XA02
1009314,C09XA02
1011736,C09XA02
1011737,C09XA02
1011738,C09XA02
1011739,C09XA02
1011740,C09XA02
1011741,C09XA02
325646,C09XA02
692500,C09XA02
700404,C09XA02
1009217,C09XA52
1009314,C09XA52
1011710,C09XA52
1011711,C09XA52
1011712,C09XA52
1011713,C09XA52
1011714,C09XA52
1011715,C09XA52
1011750,C09XA52
1011751,C09XA52
1011752,C09XA52
1011753,C09XA52
1011754,C09XA52
1011755,C09XA52
17767,C09XA52
316047,C09XA52
316049,C09XA52
325646,C09XA52
5487,C09XA52
754717,C09XA52
758550,C09XA52
1009217,C09XA53
1009218,C09XA53
1009220,C09XA53
1009247,C09XA53
1009248,C09XA53
1009249,C09XA53
1009251,C09XA53
1009252,C09XA53
1009253,C09XA53
1009314,C09XA53
1009315,C09XA53
1009317,C09XA53
1009319,C09XA53
1009320,C09XA53
1009322,C09XA53
1009324,C09XA53
17767,C09XA53
325646,C09XA53
329526,C09XA53
329528,C09XA53
5487,C09XA53
1009232,B05XA02
1009233,B05XA02
1009234,B05XA02
1009235,B05XA02
1009236,B05XA02
1009237,B05XA02
1009240,B05XA02
1009241,B05XA02
1299778,B05XA02
1359818,B05XA02
1360212,B05XA02
1360329,B05XA02
1360420,B05XA02
1360447,B05XA02
1868187,B05XA02
1868189,B05XA02
1868191,B05XA02
1868192,B05XA02
1868194,B05XA02
1868196,B05XA02
1868464,B05XA02
1868469,B05XA02
1868470,B05XA02
1868473,B05XA02
1868474,B05XA02
1868481,B05XA02
1868482,B05XA02
1868483,B05XA02
1868485,B05XA02
1868486,B05XA02
1868487,B05XA02
1923484,B05XA02
208312,B05XA02
2198792,B05XA02
2263078,B05XA02
237357,B05XA02
251734,B05XA02
312973,B05XA02
316683,B05XA02
316684,B05XA02
316687,B05XA02
317500,B05XA02
334386,B05XA02
334387,B05XA02
334388,B05XA02
334389,B05XA02
335547,B05XA02
335551,B05XA02
335552,B05XA02
36676,B05XA02
373896,B05XA02
385481,B05XA02
402477,B05XA02
413005,B05XA02
413421,B05XA02
413424,B05XA02
413425,B05XA02
451656,B05XA02
451657,B05XA02
451658,B05XA02
451659,B05XA02
569020,B05XA02
727994,B05XA02
727995,B05XA02
792571,B05XA02
792572,B05XA02
792577,B05XA02
792582,B05XA02
807284,B05XA02
828306,B05XA02
828307,B05XA02
863976,B05XA02
863977,B05XA02
1009338,S01EE03
1009339,S01EE03
1009340,S01EE03
1009341,S01EE03
1041494,S01EE03
1041495,S01EE03
1041496,S01EE03
1041497,S01EE03
283810,S01EE03
285128,S01EE03
308739,S01EE03
323998,S01EE03
363765,S01EE03
378341,S01EE03
575093,S01EE03
833225,S01EE03
1009384,D07CB04
1009385,D07CB04
1009386,D07CB04
1009388,D07CB04
1009390,D07CB04
1009391,D07CB04
1009392,D07CB04
10109,D07CB04
10167,D07CB04
10168,D07CB04
10171,D07CB04
10172,D07CB04
10175,D07CB04
10178,D07CB04
10180,D07CB04
10181,D07CB04
10183,D07CB04
10188,D07CB04
10206,D07CB04
10322,D07CB04
10395,D07CB04
1040004,D07CB04
10450,D07CB04
10463,D07CB04
10591,D07CB04
10829,D07CB04
10864,D07CB04
10968,D07CB04
1111103,D07CB04
11124,D07CB04
11232,D07CB04
11246,D07CB04
11256,D07CB04
113608,D07CB04
1145623,D07CB04
115552,D07CB04
1191342,D07CB04
1191358,D07CB04
1191392,D07CB04
119771,D07CB04
1266,D07CB04
1272,D07CB04
1309332,D07CB04
1314854,D07CB04
1358736,D07CB04
1376054,D07CB04
138099,D07CB04
139462,D07CB04
141440,D07CB04
1539239,D07CB04
1540658,D07CB04
1540825,D07CB04
1547611,D07CB04
1549540,D07CB04
1596450,D07CB04
18469,D07CB04
18609,D07CB04
18631,D07CB04
18687,D07CB04
1870227,D07CB04
190376,D07CB04
19552,D07CB04
19727,D07CB04
1994739,D07CB04
2015,D07CB04
20481,D07CB04
20482,D07CB04
20485,D07CB04
20486,D07CB04
20489,D07CB04
20492,D07CB04
208683,D07CB04
21212,D07CB04
21264,D07CB04
21272,D07CB04
2176,D07CB04
2177,D07CB04
2178,D07CB04
2179,D07CB04
2180,D07CB04
2182,D07CB04
2183,D07CB04
2184,D07CB04
2186,D07CB04
2187,D07CB04
2188,D07CB04
2189,D07CB04
2190,D07CB04
2191,D07CB04
2192,D07CB04
2193,D07CB04
2194,D07CB04
22299,D07CB04
2231,D07CB04
2233,D07CB04
2236,D07CB04
2238,D07CB04
2239,D07CB04
23437,D07CB04
2348,D07CB04
2358,D07CB04
2418,D07CB04
244398,D07CB04
25033,D07CB04
25037,D07CB04
25112,D07CB04
25437,D07CB04
2550,D07CB04
2551,D07CB04
2582,D07CB04
2625,D07CB04
26397,D07CB04
26797,D07CB04
270,D07CB04
2709,D07CB04
27130,D07CB04
274786,D07CB04
285162,D07CB04
28981,D07CB04
29561,D07CB04
29629,D07CB04
29996,D07CB04
30005,D07CB04
3007,D07CB04
309694,D07CB04
314881,D07CB04
3154,D07CB04
316332,D07CB04
317629,D07CB04
31901,D07CB04
323980,D07CB04
325642,D07CB04
325887,D07CB04
3264,D07CB04
328185,D07CB04
329448,D07CB04
331963,D07CB04
33277,D07CB04
3328,D07CB04
334185,D07CB04
334797,D07CB04
334910,D07CB04
335274,D07CB04
3356,D07CB04
339981,D07CB04
339995,D07CB04
340165,D07CB04
34649,D07CB04
348336,D07CB04
353403,D07CB04
35382,D07CB04
35617,D07CB04
35619,D07CB04
35797,D07CB04
36122,D07CB04
362345,D07CB04
3640,D07CB04
37617,D07CB04
377671,D07CB04
37771,D07CB04
37775,D07CB04
378593,D07CB04
37935,D07CB04
384455,D07CB04
3925,D07CB04
39823,D07CB04
4053,D07CB04
409356,D07CB04
418861,D07CB04
419048,D07CB04
42322,D07CB04
42372,D07CB04
438141,D07CB04
438700,D07CB04
438701,D07CB04
438889,D07CB04
4448,D07CB04
446661,D07CB04
446662,D07CB04
447036,D07CB04
447037,D07CB04
447038,D07CB04
4550,D07CB04
4556,D07CB04
473837,D07CB04
5011,D07CB04
5021,D07CB04
508,D07CB04
5293,D07CB04
5492,D07CB04
55672,D07CB04
57021,D07CB04
5942,D07CB04
6084,D07CB04
618425,D07CB04
626,D07CB04
627,D07CB04
6398,D07CB04
641,D07CB04
642274,D07CB04
6513,D07CB04
66958,D07CB04
6812,D07CB04
6832,D07CB04
6927,D07CB04
6980,D07CB04
6985,D07CB04
7069,D07CB04
723,D07CB04
7233,D07CB04
7268,D07CB04
7299,D07CB04
732,D07CB04
733,D07CB04
7454,D07CB04
748083,D07CB04
7517,D07CB04
7597,D07CB04
7623,D07CB04
7629,D07CB04
7773,D07CB04
7798,D07CB04
7821,D07CB04
78903,D07CB04
790877,D07CB04
7934,D07CB04
7960,D07CB04
7980,D07CB04
7984,D07CB04
82122,D07CB04
8339,D07CB04
83682,D07CB04
83719,D07CB04
8372,D07CB04
8536,D07CB04
901351,D07CB04
9384,D07CB04
9462,D07CB04
9478,D07CB04
9806,D07CB04
9991,D07CB04
1009397,G03BA03
1009398,G03BA03
1009399,G03BA03
1009413,G03BA03
1009414,G03BA03
1009420,G03BA03
1009421,G03BA03
1009422,G03BA03
1009423,G03BA03
1009424,G03BA03
1009429,G03BA03
1009430,G03BA03
1009431,G03BA03
1009432,G03BA03
1009475,G03BA03
1009476,G03BA03
1009477,G03BA03
1009478,G03BA03
1009479,G03BA03
1009480,G03BA03
1009481,G03BA03
1009482,G03BA03
1009487,G03BA03
1009488,G03BA03
1009491,G03BA03
1009492,G03BA03
1010037,G03BA03
1010038,G03BA03
1010039,G03BA03
1010040,G03BA03
1010041,G03BA03
1010042,G03BA03
1010043,G03BA03
1010044,G03BA03
1010046,G03BA03
1010611,G03BA03
1010612,G03BA03
1010613,G03BA03
1010621,G03BA03
1010622,G03BA03
1010623,G03BA03
1010624,G03BA03
1010630,G03BA03
10379,G03BA03
1051073,G03BA03
1088329,G03BA03
1088330,G03BA03
1088332,G03BA03
1088333,G03BA03
1088334,G03BA03
1088335,G03BA03
1088336,G03BA03
1088337,G03BA03
1088338,G03BA03
1100708,G03BA03
1100709,G03BA03
1100710,G03BA03
1100711,G03BA03
1190952,G03BA03
1190953,G03BA03
1190954,G03BA03
1190955,G03BA03
1190956,G03BA03
1190957,G03BA03
1251292,G03BA03
1359658,G03BA03
1359706,G03BA03
1359826,G03BA03
1359913,G03BA03
1359969,G03BA03
1360041,G03BA03
1360043,G03BA03
1360233,G03BA03
1360340,G03BA03
1360422,G03BA03
1360506,G03BA03
1360507,G03BA03
1490660,G03BA03
1490661,G03BA03
1490663,G03BA03
1490667,G03BA03
1539903,G03BA03
1539904,G03BA03
1539906,G03BA03
1543187,G03BA03
1543189,G03BA03
1543190,G03BA03
1543192,G03BA03
1543193,G03BA03
1543195,G03BA03
1543208,G03BA03
1543209,G03BA03
1543210,G03BA03
1543211,G03BA03
1543217,G03BA03
1543218,G03BA03
1543219,G03BA03
1543220,G03BA03
1546253,G03BA03
1546254,G03BA03
1546255,G03BA03
1546256,G03BA03
1596780,G03BA03
1596781,G03BA03
1596782,G03BA03
1596783,G03BA03
1596784,G03BA03
1596785,G03BA03
1597068,G03BA03
1597069,G03BA03
1597074,G03BA03
1597075,G03BA03
1597076,G03BA03
1597120,G03BA03
1597121,G03BA03
1597123,G03BA03
1597124,G03BA03
1597126,G03BA03
1597127,G03BA03
1597129,G03BA03
1597130,G03BA03
1597132,G03BA03
1597134,G03BA03
1599945,G03BA03
1599947,G03BA03
1599948,G03BA03
1599949,G03BA03
1602654,G03BA03
1602656,G03BA03
1738784,G03BA03
1738786,G03BA03
1738788,G03BA03
1738789,G03BA03
1806166,G03BA03
1806168,G03BA03
1806280,G03BA03
199116,G03BA03
199591,G03BA03
201959,G03BA03
201960,G03BA03
2047882,G03BA03
2047883,G03BA03
207974,G03BA03
207978,G03BA03
207979,G03BA03
207980,G03BA03
2099680,G03BA03
2099681,G03BA03
2099683,G03BA03
2099684,G03BA03
2099686,G03BA03
2099687,G03BA03
2099688,G03BA03
2099689,G03BA03
2099690,G03BA03
2099691,G03BA03
2099692,G03BA03
2099693,G03BA03
2099694,G03BA03
2099695,G03BA03
2099696,G03BA03
2099697,G03BA03
2099698,G03BA03
2099699,G03BA03
2121765,G03BA03
2121766,G03BA03
2121767,G03BA03
2121768,G03BA03
2121769,G03BA03
2121770,G03BA03
2121772,G03BA03
2121773,G03BA03
2121776,G03BA03
2201639,G03BA03
2201640,G03BA03
2201641,G03BA03
2201642,G03BA03
250243,G03BA03
250244,G03BA03
250714,G03BA03
251082,G03BA03
285015,G03BA03
313231,G03BA03
313232,G03BA03
313233,G03BA03
313234,G03BA03
313235,G03BA03
313239,G03BA03
316774,G03BA03
316775,G03BA03
316777,G03BA03
317511,G03BA03
318240,G03BA03
328640,G03BA03
330253,G03BA03
330254,G03BA03
331500,G03BA03
333373,G03BA03
333374,G03BA03
334689,G03BA03
345788,G03BA03
345789,G03BA03
345790,G03BA03
345791,G03BA03
346968,G03BA03
349596,G03BA03
351029,G03BA03
351910,G03BA03
353666,G03BA03
363333,G03BA03
363334,G03BA03
363335,G03BA03
363339,G03BA03
363341,G03BA03
363344,G03BA03
363346,G03BA03
363347,G03BA03
363348,G03BA03
363349,G03BA03
363350,G03BA03
363351,G03BA03
370420,G03BA03
370440,G03BA03
