RxNorm,UMLS
329161,C3540784
329160,C1704311
329162,C3653944
329165,C3653287
329164,C3653944
1719803,C0040615
329169,C0030842
1548713,C3540718
1548714,C3540718
374490,C3653813
199353,C3653768
199352,C3653768
1991484,C3653942
104764,C0040615
104762,C0040615
104763,C0040615
334588,C3653763
105410,C3653774
1189692,C0279175
309606,C3653319
1092466,C3653763
1092465,C3653763
1364390,C3653741
1364392,C3653741
1440974,C3653798
903851,C0030512
903850,C0030512
903857,C0030512
903856,C0030512
903855,C0030512
903854,C0030512
316022,C0040616
316020,C3653285
316026,C0040615
316027,C0040615
316024,C0040615
316025,C0040615
316028,C0040615
892574,C0002772
1429280,C0030512
1670353,C0003299
1670351,C0003299
1670350,C0003299
274403,C3653627
265323,C0021081
317518,C3653813
798226,C0004632
648232,C3653702
798224,C0004632
798222,C0004632
798220,C0004632
1539239,C3653676
798228,C0004632
1012718,C0002934
1012711,C0002934
1012710,C0002934
1012713,C3653284
1012712,C3653284
1012715,C3653284
2282528,C0021081
333634,C3540716
1115449,C3653583
1115448,C3653583
1115447,C3653583
1115446,C3653583
226734,C3653781
1368956,C3653531
1540845,C3540023
1540844,C3540023
1368953,C3653531
1790363,C0021027
2377345,C0003376
1790361,C0021027
1790366,C0021027
358499,C3653824
1251501,C3653565
643175,C5401044
643177,C5401044
643171,C5401044
643173,C5401044
643172,C5401044
1727277,C0040615
313201,C3653715
241162,C1704311
1433879,C3653501
241166,C3653914
313200,C3653715
2283518,C0003299
2377343,C0003376
2283514,C0003299
1111639,C0001551
2283516,C3653285
2283517,C0003299
2283510,C0003299
2283511,C0003299
2283512,C0003299
2283513,C0003299
358496,C0471863
992792,C3653813
992790,C3653813
992791,C3653813
406269,C3653335
861131,C3653494
1723987,C3653798
405799,C3653765
1649129,C3653756
1796691,C3540745
405797,C3653765
435380,C0040615
1655041,C3653284
1796692,C3540745
484159,C3653942
1663612,C3653285
858627,C0013036
858626,C0013036
1050115,C0030842
1050114,C0030842
1050111,C0030842
1050110,C0030842
1050113,C0030842
240698,C3653755
825160,C0021027
315436,C0001645
1792986,C3653753
2264181,C3653335
2264184,C3653335
825169,C0021081
2264186,C3653335
851910,C0002092
897019,C3653848
897018,C3653848
897010,C3540018
995225,C0002772
1720276,C3542964
1309782,C3653756
1309786,C0002772
1309789,C3653914
1594589,C3653536
866295,C3653942
2168858,C3653564
370794,C3653336
1720277,C3542964
370795,C3653336
316813,C0003376
316812,C3540023
1298425,C3653942
316810,C3653319
42368,C3653280
485338,C3653731
379159,C3653285
854859,C3653280
1372297,C3653798
6260,C3653813
91516,C3653756
745477,C0030842
1300205,C3653758
1300206,C3653758
367644,C3653285
367645,C3653285
1308430,C5401044
1308438,C0002772
835809,C0002844
315541,C3653319
315543,C3540037
315546,C3653914
1552345,C3653765
1552346,C3653765
1552341,C3653765
1552343,C3653765
1552349,C3653765
1367266,C3653731
1367268,C3653731
2284244,C3653284
904935,C3653595
2168544,C3653848
830544,C3540784
1652634,C0304475
207112,C3653762
2168541,C3653848
830549,C3653758
1307960,C3654044
246022,C3540714
904932,C3653595
1486198,C3653501
1486199,C3653501
1486193,C3653501
1486190,C1744619
1486197,C3653501
1486194,C3653501
372793,C0040615
319780,C3653756
575698,C3653595
306266,C3653501
575697,C3653715
1876441,C3653942
212419,C3653753
1720909,C0001551
544518,C3653773
1488569,C3653824
1488568,C3653824
1488565,C3653824
1488564,C3653824
544517,C3653773
1488563,C3653319
1720907,C0001551
1650276,C3653319
1300370,C3653758
1650274,C3653336
1727485,C5401044
1361015,C3653766
576588,C3653756
2360647,C3653942
259309,C3653594
2360641,C3653942
1088969,C0002772
2360643,C3653942
259305,C3653844
259306,C3653766
576586,C3653920
574569,C3539171
1088968,C0002772
377874,C3653741
378142,C3540793
830613,C3653660
574565,C3653741
378148,C3653285
279645,C3653935
2047593,C3653920
2047590,C3653920
2047591,C3653920
2047596,C3653920
2047594,C3653920
2047599,C3653920
476137,C3653284
476135,C3653284
2286261,C3653774
2286264,C3653284
246199,C3653755
1604556,C3653284
372969,C3653730
1946979,C3653285
902574,C3653284
1946972,C0042742
2549,C0355614
312872,C3542964
312877,C3653942
1009438,C3653671
1053174,C3653731
197428,C3540784
197422,C0002073
1009433,C3653798
197427,C3540784
197426,C3540784
197425,C3540784
372961,C0002772
350459,C0026833
350458,C3653319
1807571,C3653489
1600129,C3653798
2001352,C3540784
2001353,C3540784
2001351,C3653707
153324,C0001551
2001358,C3540784
756802,C3653763
1020039,C3653715
1020038,C3653715
1020035,C3653715
317360,C1533693
1020037,C3653715
1091068,C0002934
795143,C3653589
317366,C3653707
1091066,C0002934
125921,C3653756
278567,C3653622
2045947,C3653335
1243045,C3653833
2045944,C3653914
2377231,C3653579
332699,C3653583
332698,C0002772
332697,C1563714
332695,C1563714
142096,C0003304
1547118,C0020592
1116115,C3653780
636721,C3653844
636723,C3653755
636724,C3653755
2377233,C3653284
847657,C3653706
1116111,C3653284
1293439,C3654018
1657016,C0002934
1657015,C0002934
1657013,C3539171
1657012,C3539171
1657010,C0355614
8628,C3540730
368318,C3653584
1790100,C3653597
368312,C3653756
368314,C3653756
309306,C3540716
1796922,C3653707
1314214,C3540023
1536449,C0304475
2387834,C3539171
597266,C3653501
213088,C3653501
1309352,C0002092
1536440,C3653595
1244920,C3653285
1544849,C0002772
630182,C3653755
630180,C3653755
630181,C3653755
630189,C3653755
1364515,C3653496
565120,C3653501
369046,C3653285
1094549,C3653285
1094543,C3653707
1921595,C0003376
567825,C0001551
375793,C3653844
328958,C3653752
750239,C3653649
856739,C0001645
856738,C0001645
856733,C0001645
856732,C0001645
750233,C3653649
750235,C3653649
856736,C0001645
856735,C0001645
375792,C3653284
374242,C3653763
374240,C3653776
328639,C3653280
374246,C3653285
374247,C3653285
1150812,C3653284
904605,C0001645
904604,C0001645
904602,C0001645
904600,C0001645
2198932,C3653731
1549367,C3653780
1549366,C3653780
562379,C3540718
616518,C0002772
2201610,C0017302
1665467,C3542964
309101,C3653944
1359234,C3653707
1359235,C3653707
749208,C3653767
374862,C3653754
857460,C3653763
857461,C3653763
857466,C3653336
2099327,C3653336
2099323,C3653848
2099320,C3653848
2099321,C3653848
562955,C3653798
569037,C3653731
1190749,C3654044
283121,C3653813
569031,C3653767
1190740,C3654044
1190747,C3539177
1190746,C3654044
1117346,C0003374
105337,C0003374
105330,C3653743
105331,C3653501
1191299,C3540725
994046,C0002772
250660,C1563714
994043,C0002772
1013731,C3653285
1650899,C0001551
1650893,C0001551
1650896,C0001551
891162,C3653780
569038,C3653731
329284,C1704311
752868,C0003289
752869,C0003289
209010,C3653914
199257,C0003299
1598825,C3653731
1598822,C3653731
1000406,C3540745
199258,C0002845
574142,C0007158
2102445,C3653720
2102447,C3653720
1866226,C3653756
801005,C3654018
801004,C3654018
801007,C3654018
801003,C3654018
801002,C3654018
10156,C0471863
801009,C3654018
801008,C3654018
1426600,C3653707
367701,C0040616
1426601,C3653707
798928,C3540784
1364058,C3653622
1364059,C3653622
798924,C3540784
798926,C3540784
541523,C0002844
1372008,C3653533
38022,C3653700
1372006,C3653756
2102481,C0002092
343151,C3653781
343156,C3653798
836368,C3653871
1113314,C0002772
375383,C3653756
336811,C3653755
433773,C3653572
336812,C3654018
864984,C3653495
1539374,C3540018
1596680,C3539173
864983,C3653495
1596688,C3653756
1428878,C3654018
205826,C3540716
1000860,C3653942
1000861,C3653942
1000862,C3653720
1809668,C0021027
1000867,C3540714
1809667,C0021027
2283236,C3653649
2283230,C3653649
2283233,C3653649
2283232,C3653649
1648192,C3653564
1146699,C3653731
1648191,C3653564
1648197,C3653564
1648194,C3653564
2380265,C3653579
1246635,C3653872
1648198,C3653564
1540822,C0004632
569611,C0304475
569610,C0304475
1536498,C3653285
1536497,C3653285
1536496,C3653763
1536490,C0003376
1652638,C0304475
1652639,C3653579
328907,C3542964
1661795,C3653720
1661796,C3653720
1661799,C3653720
1652633,C0304475
206550,C3540732
1652635,C0304475
1652636,C0304475
1655943,C0021081
1362064,C1704311
1362067,C1704311
1655940,C0021081
1655947,C0021081
1362060,C1704311
1362062,C1704311
1655949,C0021081
19478,C0003138
19476,C3653798
2380268,C3653579
19475,C3653798
19472,C3653798
831533,C3540745
1309971,C3654018
334800,C0003289
629323,C3653572
629324,C3653572
24609,C3653773
896245,C3653871
896244,C3653871
896243,C3653871
896241,C3653871
334806,C3653646
373718,C0003374
24608,C3653753
1425181,C0003138
1796463,C3653942
307746,C0003138
597856,C3539171
995681,C3653763
391980,C3653553
2044352,C3540009
1300070,C3653284
852363,C0002092
597852,C3539171
1300074,C3653284
1738511,C0003289
968782,C0471863
686420,C3653572
686428,C3653531
686429,C3653531
1658672,C3653754
1650467,C1744619
1367116,C3653723
848132,C3653757
1999003,C3653823
1872972,C3653798
1872970,C3653798
1999006,C3653823
247495,C3653583
1999009,C3653823
1423933,C3653284
1423932,C3653284
1423935,C3653284
1423937,C3653284
1423938,C3653284
977880,C5577441
999821,C3653813
317397,C3653501
999823,C3653813
999822,C3653813
999825,C3653813
999824,C3653813
999826,C3653813
1988785,C5401044
1242514,C3653763
804153,C3653848
312140,C3653741
313123,C3653594
804156,C3653712
1006859,C0003391
1006858,C0003391
1006857,C0003391
1006855,C0003391
1006854,C0003391
1006853,C0003391
1006851,C0003391
1006850,C0003391
1086969,C0003138
1086968,C0003138
654351,C3653707
654353,C3653707
1543313,C3653813
1305648,C3653756
1650282,C0001551
1495316,C0002092
1495311,C0002092
1495312,C0002092
876866,C3653813
1724332,C1744619
1859165,C3653284
543375,C3653798
568573,C3653764
568572,C3653335
568571,C3653627
1372265,C3653763
1305647,C3653798
1305644,C3653798
1305645,C3653798
1001476,C3540784
855337,C1704311
363197,C0021081
1049155,C3653285
1049154,C3653285
315249,C0002772
1716208,C3653767
315736,C3653319
1241678,C3540784
577784,C3653744
315734,C3653319
577785,C3653744
1736854,C3539171
1736853,C3539171
1736852,C3539171
1720009,C3653755
1720008,C3653755
207093,C3653622
1720002,C3653756
577782,C3653744
1541229,C0471863
580283,C3653731
580282,C3653731
580281,C3653731
580286,C3653531
580285,C3653749
580284,C3653749
575554,C3653671
477592,C3653844
477590,C3540716
477591,C3653844
572018,C3653781
834238,C0018100
542404,C3653933
834233,C0018100
834237,C0018100
803370,C0042742
854994,C3540716
799957,C3653813
377467,C3540716
377466,C3653844
317640,C0002772
845988,C3653731
705859,C3653813
1367692,C3653284
849384,C0013036
214582,C0001551
849385,C0013036
451839,C0471863
763138,C1704311
1928570,C3654018
866811,C3653752
1995293,C0002934
1995290,C0002934
866813,C3653752
1370440,C3653285
1482660,C3653284
1482662,C3653284
10379,C0002844
331840,C0030512
998755,C1533693
365701,C3653798
105686,C3653319
105687,C3653319
1363503,C3653763
1092216,C3653741
1092217,C3653741
250315,C3653756
1043249,C3540714
152770,C3653336
333441,C3653319
806297,C0040615
333446,C3653337
333449,C3653319
333448,C3653337
806299,C0040615
806298,C0040615
723764,C3540010
665018,C3653762
198059,C0040616
210918,C3653938
198057,C0040616
198056,C0002845
198055,C0030842
198054,C0030842
198052,C3653765
198051,C3653594
198050,C1533693
2170610,C0355614
1484088,C0040616
1426692,C3653622
1484086,C0040616
1101054,C1744619
665019,C3653762
2001257,C3653773
2001256,C3653773
2001254,C3653773
2001253,C3653773
1657210,C3653933
2170611,C0355614
2369400,C5401044
2369403,C5401044
966270,C0279175
966271,C0279175
2369408,C3653753
1601979,C3653767
892100,C0003391
892101,C0003391
1919510,C3539171
1919516,C3539171
996178,C3653764
996179,C3653764
1739539,C3653944
1739535,C3653944
1739532,C3653767
2270604,C0004632
332718,C3653764
379282,C3540784
332710,C3653939
332711,C3653939
1311079,C3653756
1807585,C3653844
345867,C3653872
345865,C3653774
379497,C3540784
1311076,C3653813
1311077,C3653798
370410,C3653731
608661,C3653763
608663,C3540784
581659,C3653284
608668,C3653285
581658,C3653284
643720,C0021081
643721,C0021081
799954,C3653813
375623,C3653536
857793,C1704311
448,C3653284
857797,C1704311
857795,C1704311
857799,C1704311
855321,C1704311
855320,C1704311
855323,C1704311
855322,C1704311
855325,C1704311
855324,C1704311
855327,C1704311
855326,C1704311
308753,C3653756
476859,C0003138
1656776,C3540714
1536836,C3653594
1812612,C3653767
1940654,C5401044
1940650,C5401044
1940651,C5401044
1663223,C3653280
336764,C3653594
1663224,C3653280
402089,C3540714
377818,C3653942
377819,C3653731
616238,C3653579
616236,C3653579
616237,C3653579
370788,C0003391
642452,C3653767
1801069,C0042742
2269642,C3653848
2269644,C3653848
1426861,C3653671
890778,C3653813
1801281,C3653671
1801280,C3653773
730026,C3653753
730027,C3653753
730024,C3653753
730022,C3653753
730023,C3653753
730028,C3653753
208076,C1563714
1000991,C3653780
315339,C0003138
315338,C0003138
315333,C0003138
315330,C0003138
315336,C0003138
315335,C0003138
1014314,C3540732
616490,C3539173
616491,C3539173
616493,C3539173
616494,C3539173
1191319,C3653798
1191318,C3653798
1424909,C3653813
1191313,C3653798
1191310,C3653798
1424901,C3653319
1191315,C3653798
1424902,C3653337
1011840,C3653942
1011841,C3653942
1011842,C3653284
1011843,C3653284
1011844,C3653284
1011845,C3653284
1011848,C3653798
1011849,C3653798
4462,C3653798
4463,C3653798
4460,C3653700
900104,C3653844
900103,C3653844
2002727,C3653754
2002724,C3653754
2002723,C3653754
891820,C3653813
316115,C3653622
200206,C3653501
2108226,C3653800
200209,C3653622
1423489,C3653759
1423480,C0279175
1423483,C0279175
1423482,C0279175
246297,C3653496
1423486,C3653759
1324597,C3653756
1324596,C3653914
1324594,C0002092
654324,C3540784
1599256,C0013036
1599257,C0013036
1599254,C0013036
1599252,C0013036
1599251,C0013036
1599259,C0013036
1365685,C3653284
1365686,C3653284
799997,C3654018
799996,C3654018
799995,C3654018
799994,C3654018
799993,C3654018
323939,C3653532
797737,C3653517
797736,C3653517
797730,C3653284
352001,C3653744
1297570,C3653285
1297571,C3653285
1297575,C3653285
901279,C3653755
901278,C3653755
1363279,C5401044
831868,C3653501
831869,C3653501
1363273,C5401044
831867,C3653501
1363276,C5401044
1363275,C5401044
1298288,C3653848
1085940,C3653731
1085945,C3653763
313599,C3653336
1810270,C0030842
1810271,C0030842
346508,C3539173
1791854,C3653823
313596,C3540714
1876810,C3653707
83008,C3653584
1114338,C3653285
1114336,C3653285
1114337,C3653285
1114334,C3653285
1114333,C3653800
371959,C0003289
833141,C0003289
1297390,C3653285
1361692,C3653492
1361690,C3653492
848121,C3653572
848120,C3653572
371958,C0003289
569132,C3653781
38782,C3653583
2170246,C3653872
1049396,C3653284
372154,C3653622
2123179,C3653840
2123178,C3653840
2262247,C3653336
2123174,C3653336
2123177,C3653336
2123176,C3653336
2123173,C3653336
573241,C0003289
631503,C3540793
573247,C3653627
370344,C3653737
1592912,C3540018
1797865,C3653871
1797864,C3653871
1797867,C3653780
1797866,C3653780
1797861,C3653387
1797860,C3653387
1797863,C3653871
206698,C3653496
1797869,C3653780
1797868,C3653871
2119470,C3653798
1245241,C3540716
1245240,C3540716
1245245,C3540716
2285503,C3653284
2285502,C3653284
1374776,C3653763
1374772,C3653763
1374773,C3653763
1374770,C3653763
311353,C3653768
366736,C3653542
311355,C0040615
311354,C3653768
366733,C3653496
366732,C3653496
311359,C3653707
315647,C3653824
366739,C0040616
366738,C1744619
365798,C3653741
1425229,C5401044
1425228,C5401044
1651271,C3653800
1651275,C3653800
1425225,C5401044
1425224,C5401044
237248,C3653287
998229,C3653536
236564,C0003138
283858,C0013036
2199323,C3653767
311975,C3653495
311973,C3653495
311972,C3653495
367189,C3540745
310006,C3653765
310007,C3653765
310004,C3653280
310005,C3653280
1046512,C3653798
310003,C3653280
1046510,C3653798
1046511,C3653798
1605257,C3653712
404602,C0040615
10612,C3540730
1605252,C3653712
236381,C3653833
247451,C3653671
236388,C3653798
1494740,C3653731
379201,C3653285
571565,C3653284
705184,C3653595
362124,C3653781
362126,C3653284
362127,C3653492
362122,C3653781
362123,C3653781
617327,C1563714
362128,C3653492
369271,C0030512
1435101,C0002772
369275,C3653659
1435104,C0002092
369279,C3653659
757009,C3653763
2107616,C0013036
597404,C3653622
597406,C3653622
2107613,C0013036
2107618,C0013036
543659,C3653942
876679,C3653336
377405,C3653844
365422,C3653741
1944777,C0018100
1944779,C0018100
1359,C0002772
1812273,C1744619
351398,C3653622
1356,C0471863
384558,C3653715
384551,C0471863
1043074,C3540732
384555,C3653741
1043073,C3540732
1946735,C0002934
1946730,C0002934
1946733,C0002934
1946732,C0002934
892271,C0279175
430425,C0304475
283077,C3653774
362200,C3653753
283078,C3540714
1148646,C3653871
1148645,C3653871
1148644,C3653285
1806273,C0002772
2121929,C3653798
541659,C0003289
151124,C3653584
1147373,C3653749
1147378,C3653749
214461,C3539177
385203,C3653756
250435,C3653763
465355,C3653762
385208,C3653798
371000,C3653706
93249,C3540716
316759,C0021081
371798,C3653622
377346,C3653284
2170988,C3653933
377342,C3653284
377343,C3653284
377341,C0002934
1020409,C3653731
1728049,C3653765
1603498,C0002772
1603497,C0002772
1603494,C0002772
1603495,C0002772
1603490,C0020592
1092397,C3653773
1092396,C3653773
1092390,C3653773
1092393,C3653773
1092392,C3653773
141952,C0003299
1092398,C3540784
332289,C3653840
332280,C0001645
332281,C0001645
332282,C0001645
1188571,C3653741
102853,C3653767
86009,C3653579
2048972,C0042742
24853,C3653823
24855,C3653766
24856,C3653780
343329,C0471863
1742420,C3653798
199680,C3653492
1992832,C3653824
343321,C3653938
2048976,C0042742
1992837,C3653824
1992836,C3653824
1992835,C3653824
2048979,C3653767
1310482,C3653319
1310483,C3653763
1310481,C3653763
1310487,C3653285
1310484,C3653763
1310485,C3653763
852302,C0002092
1649426,C1744619
1235322,C3653761
1738585,C3653774
1738584,C3540732
1738587,C3653774
1738586,C3653774
1738581,C0355614
2109022,C3540745
9644,C3653813
1738589,C3653774
1738588,C3653774
566773,C3653766
566774,C3653766
1926456,C3653489
335773,C3653942
1926452,C3540010
335774,C0040615
1926450,C3653284
1926451,C3540010
476550,C3653914
476553,C3653914
2109024,C3540745
476556,C3653501
2121100,C0021081
799981,C3654018
350202,C3653798
685588,C3540784
685589,C3540784
346298,C3653741
1596019,C3540023
211148,C0003391
346291,C3653942
346293,C3653715
1596010,C3653753
211141,C3653284
211140,C3653764
1876383,C0021081
2107518,C3653848
1793747,C0002092
312910,C0357659
1237058,C0017302
377401,C3540714
384966,C0003138
1237050,C0017302
1237053,C0017302
1237052,C0017302
1237055,C0017302
1237057,C0017302
1237056,C0017302
1099870,C0003299
2177391,C0042742
858335,C3654040
858334,C3653319
44,C3653660
858330,C3654040
858333,C3654040
858332,C3654040
317564,C3540732
1039012,C3653284
316663,C3653764
370636,C3653558
370635,C3653558
370633,C3653717
370631,C3653524
370630,C3540010
35302,C0021081
1085680,C3653774
1085686,C3540732
1085685,C3540732
370638,C3653659
897366,C3653536
637565,C0471863
1440268,C3653776
897368,C3653536
2054257,C3542964
2054256,C3542964
2054253,C3542964
2054252,C3542964
308657,C3653798
2054259,C3542964
196319,C3653767
858922,C3653285
206901,C3653720
1720583,C3653564
644303,C3653584
330472,C0020656
1652826,C0021027
2383951,C0020592
1044914,C3653284
721642,C3653285
1044917,C3653284
1044910,C3653284
852157,C0002092
852156,C0002092
1658322,C0040615
853201,C0040615
853202,C0040615
32658,C3653660
205282,C3653731
205284,C0021081
205286,C0021081
1014022,C1744619
1117397,C3653492
1044918,C3653284
1658329,C0040615
372670,C0003138
372675,C3653938
1805890,C3653737
247042,C3653871
1495188,C3653798
247047,C3653871
618751,C0040616
1242231,C0021081
1242233,C0021081
1242232,C0021081
668624,C0017302
315278,C3653776
315279,C3653285
315277,C3653776
315274,C3653824
315275,C3653764
315272,C3653720
315273,C3653824
315270,C3653285
334612,C3653283
1741943,C3653285
1741942,C3653285
1741944,C3653285
1716039,C3653336
372091,C3653496
372093,C3653335
1716031,C3653336
1716033,C3653336
1716034,C3653336
1716037,C3653707
1716036,C3653336
1650030,C3653755
1650031,C3653755
1650032,C3653755
1650033,C3653755
1087406,C3653319
328799,C0003289
328798,C0003289
1300539,C3653848
1300538,C3653707
892659,C0002772
665121,C3653501
371224,C3653914
1368276,C3653676
1046611,C3653780
246313,C3653335
1046613,C3653596
1046612,C3653596
1234563,C3653780
402348,C0040615
1234567,C3653780
1234569,C3653780
237141,C3653755
904026,C3653763
379320,C3653755
106808,C0357659
379327,C3653752
379324,C0471863
379325,C0471863
371228,C3653914
902221,C3540732
902220,C3540732
857006,C3540784
94516,C0003391
857004,C3540784
857005,C3540784
857002,C3540784
857003,C3540784
1091837,C3653933
857001,C3540784
1091839,C3653933
1091838,C3653933
1734932,C3653501
1734934,C3653501
377450,C3540713
1858660,C3653759
572619,C3653752
1650275,C3653872
1049601,C0002772
1298324,C3653848
37776,C0002073
37771,C3653676
1233038,C3653319
1233037,C3653319
1233035,C3653848
1233032,C3653336
1233031,C3653336
8163,C3653763
8160,C3540784
6972,C3653756
1012219,C3653798
451669,C3653731
451666,C3653334
451667,C3653334
1012215,C3540732
1012216,C3653671
1490469,C0020592
1490468,C3653700
1490465,C3653564
1490461,C3653564
1490462,C3653564
1723187,C3539171
1310056,C0002092
1723180,C3539171
1723182,C3539171
966294,C0279175
543920,C3653813
1723189,C3539171
1723188,C3539171
1661559,C0003233
1593140,C0004632
631843,C0020592
1806707,C0002772
1806703,C0002772
1593149,C3653285
1806701,C0002772
1311688,C3653914
208947,C3653774
1789199,C3653741
1743706,C3653774
1789195,C3653741
208949,C3537250
1789190,C3653741
1724200,C3653572
1487074,C3653942
2048727,C3653844
2048720,C3653387
2048721,C3653387
2048722,C3653387
1490059,C3653707
1011747,C3653798
1241788,C3653749
1011741,C3653946
1011740,C3653946
307684,C3540784
307686,C3540784
1241787,C3653749
1011748,C3653798
582856,C3653284
452316,C3653284
340065,C3653798
406105,C3540714
406106,C3540714
1649402,C1744619
94235,C3653594
1649400,C1744619
1649405,C1744619
1649404,C1744619
999433,C3653285
830243,C0042742
830245,C0042742
830244,C0042742
998529,C3653741
998528,C3653741
1149619,C0040616
998521,C3653741
998527,C3653741
998526,C3653741
998525,C3653741
1426275,C3653741
1426274,C3653741
1426277,C3653741
1426276,C3653741
1426271,C3653741
706959,C1443768
706957,C1443768
706952,C3653492
706951,C3653492
240559,C3653741
1739553,C3542964
705860,C3653813
1009340,C3653720
1009341,C3653720
1246253,C3653822
152942,C3653501
152941,C3653501
1246250,C3653942
1246254,C3653822
1373337,C3653732
1373336,C3653732
1373335,C3653732
1373334,C3653732
1373333,C3653732
1998772,C3653871
1998773,C3653871
1998771,C3653871
1998774,C3653871
392038,C3653755
2170518,C0042742
2170517,C0042742
2170515,C0042742
2170514,C0042742
1654012,C0002092
1654011,C0017302
2201479,C3653572
212960,C3539177
2105793,C0030842
2105792,C0030842
898317,C0002092
898316,C3653552
2105797,C0030842
2105796,C0030842
2105799,C0030842
2105798,C0030842
898318,C0002092
1868504,C3654018
1868507,C3653319
1868508,C3653319
371618,C0002772
1999420,C3539177
851750,C0003299
571365,C0003138
851752,C0003299
210078,C3653741
1862594,C3539171
1862595,C3539171
2878,C3653776
1862590,C3539171
1862592,C3539171
1862593,C3539171
1549210,C3653284
2174514,C3653284
210072,C3653741
1311407,C3653798
1369810,C3653872
540405,C0020592
540407,C0020592
540406,C0020592
1432948,C3653284
151084,C3653741
1432947,C3653284
1665882,C3653335
1144761,C3653319
441024,C3653938
211666,C3653781
371610,C3653822
859029,C3653285
1099930,C3653753
330801,C0002772
859376,C3653285
371616,C0002772
1190439,C3654018
2361834,C3653284
763252,C3653773
1190431,C3653756
1190433,C3653756
1147234,C3653798
2361830,C3653284
2361832,C3653284
2361833,C3653284
1359109,C3653622
1359105,C3653622
332981,C3654018
1359107,C3653622
332984,C3653774
1805708,C3540732
859995,C0040615
901428,C3653798
846031,C3653731
846030,C3653731
386051,C3653752
1922509,C3539171
197787,C3653774
1922507,C3539171
1667670,C0040615
332365,C0020592
4832,C3653750
1660937,C3653800
1660934,C3653800
1660938,C3653800
996991,C0002772
996994,C0002772
1053230,C3653284
996996,C3653285
996997,C3653285
996999,C3653763
1053238,C3653798
861591,C0002934
802686,C3653319
802687,C3653319
802685,C3653319
1442962,C3653284
802688,C3653319
1310720,C3653492
885257,C3653594
727373,C3653823
1044975,C3654018
1792377,C5401044
1792374,C5401044
1792373,C5401044
1092632,C3653763
194279,C0021027
108930,C3653284
1310948,C3653336
566633,C0360720
564251,C3653622
566639,C3653773
316279,C0003299
316278,C0003299
1536148,C3653871
316273,C0002772
316272,C0026833
316271,C3653975
316270,C0040125
1536141,C3653871
316276,C3653776
1536143,C3653871
316274,C0026833
1542379,C3653731
1542378,C3653731
1542377,C3653731
1865696,C3653489
1431083,C3653495
757276,C3653319
692782,C3653763
1012983,C3653285
1012984,C3653848
440850,C3653942
440855,C3653284
331049,C0030842
331044,C0040615
1292881,C3542964
378308,C3653564
1292887,C3653823
1292886,C3654018
378303,C3653773
378302,C3653763
378301,C0040615
378307,C3653799
1602040,C3653751
1534772,C3653932
335200,C3653938
1655493,C3653284
1655492,C3653284
1537233,C3653336
1245438,C3653649
1245430,C3653649
1245437,C3653649
372099,C0020592
1597267,C3539171
1597262,C3539171
852054,C0002092
852055,C0002092
603162,C0020592
603160,C0020592
603161,C0020592
979492,C3653744
979493,C3653744
373467,C0030842
373460,C0001645
376937,C3653813
373468,C0003391
2184119,C3653553
723533,C3540784
901514,C0004632
374166,C0003299
374165,C0003299
374164,C3653764
374169,C0002772
819911,C3540730
379498,C3653944
846144,C3653336
379496,C3653801
379490,C3653944
866414,C0001645
866411,C3653615
439638,C3653319
866419,C0001645
866418,C3653615
808553,C3653319
808554,C3653319
199816,C3653768
6691,C3653707
6690,C3653712
6696,C3653717
250536,C3653765
1718909,C0020592
328612,C3540716
1246318,C3653800
1246319,C3653800
1246312,C3653800
1246313,C3653800
1246310,C3653800
1246311,C3653800
1246316,C3653800
1246317,C3653800
1246314,C3653800
1246315,C3653800
236133,C3653756
1718902,C0020592
1718901,C0020592
313988,C1563714
313989,C0003289
2180345,C3540732
2180347,C3653731
1718900,C0020592
903305,C0279175
2180343,C3540732
2180342,C3540732
197900,C0040616
2180348,C3653731
1718906,C0020592
574385,C3653755
574384,C3653755
574387,C3653755
836343,C3653871
574388,C3653755
25480,C0003299
905057,C3653583
1721287,C3539171
1721281,C3539171
1928312,C0042742
905059,C3653583
1721289,C3539171
358420,C3653752
358421,C3653752
358424,C3653753
1856398,C3653707
2380248,C3653579
2380249,C3653579
2281109,C3653622
1049400,C3653774
1049403,C3653756
1049402,C3653284
1856391,C3653731
1049404,C3653284
2380240,C3653579
824470,C3654044
1928315,C0042742
1086611,C3653844
1086613,C3653844
1086612,C3653844
1086616,C3540716
827351,C3540793
827353,C3540793
827352,C3540793
2044878,C3653284
1332872,C3653756
582551,C3653533
2044877,C3653284
1300091,C0357659
1300092,C0357659
1668150,C3654044
329567,C3653942
329561,C0030842
861356,C1704311
1793101,C3653335
876847,C3653336
315759,C0003374
315758,C3653756
569998,C3540784
315751,C0021081
315750,C0021081
315753,C0021081
315752,C0021081
315757,C3653934
315756,C3653934
312295,C0020592
312297,C0020592
312296,C0020592
312299,C0020592
312298,C0020592
5464,C0360720
360934,C3653284
426,C3654018
360933,C3653284
360932,C3653741
242680,C3653501
2048889,C3653774
966224,C0279175
1806000,C3653495
1806006,C0013036
1148478,C0002772
1041717,C3653752
262323,C3653932
2372221,C3653975
244374,C3653731
1546700,C3540784
705767,C3653840
705769,C3653840
705768,C3653840
1809584,C0021027
1809580,C0021027
1809581,C0021027
1809582,C0021027
1809583,C0021027
2279840,C3653532
1370113,C3653848
2059144,C3653756
567927,C3653774
19338,C3653492
318240,C0002844
2371755,C3540023
