RxNorm,UMLS
1600138,C3883279
1600139,C3883278
1020026,C0712510
1020024,C2940218
1020025,C2756141
1020022,C1585241
1020023,C2741068
1020020,C2940217
1020021,C0353582
756811,C1245005
153333,C0594382
153332,C0594381
153331,C0594380
605691,C1636719
375723,C1249855
692688,C1875897
1009405,C2937555
81981,C0282104
1009403,C2937554
1665499,C4051130
2045954,C4694262
2045955,C4694263
2045956,C4694264
2045957,C4694265
2045950,C4694258
2045951,C4694259
2045952,C4694260
2045953,C4694261
2045958,C4553127
2045959,C4694266
644718,C1725664
10473,C0039871
10472,C0039867
805010,C0939135
1535711,C3819713
1535712,C3819873
1251194,C1737835
198384,C0690879
2288238,C5243425
2288239,C5243164
198380,C0690863
2288235,C5238091
2288236,C4278675
1746892,C4225086
236747,C0772054
142085,C0543281
236741,C0772046
1251190,C0978083
236749,C0772056
1116935,C0606246
1251192,C1620382
1293420,C3464939
1293428,C3464945
1293429,C3464946
1862697,C4300863
1657005,C3152365
1862695,C4300861
1657007,C3888343
331779,C1127819
1862692,C4300858
1862691,C4300857
1791859,C4082889
331774,C1127814
331776,C1127816
331771,C1127811
331773,C1127813
1156894,C3211322
1156897,C3211325
1156891,C3211319
562599,C1591547
1156893,C3211321
1156892,C3211320
2392031,C5399475
1314208,C3256707
1314209,C3256718
1305185,C3486133
1305184,C3486132
1305187,C3486135
1305186,C3486134
1314200,C3256552
1314201,C3256553
1314202,C3256554
1314203,C3256560
1314204,C2827308
1314205,C3256627
1314206,C3256637
1314207,C3256692
899705,C0708546
899704,C2740784
899703,C0979024
899702,C2740783
316691,C0990106
1352501,C3282452
316690,C0990066
851033,C2700971
24255,C0059447
851035,C2700973
851034,C2700972
1156295,C3210731
72031,C0244104
1160508,C3214871
1160509,C3214872
1160502,C3214865
1160503,C3214866
106696,C0358669
1160501,C0360373
1160506,C3214869
1160507,C3214870
1160504,C3214867
630195,C1704042
630194,C1581187
630196,C1581183
2049877,C4704615
630192,C1702606
1442097,C3692453
860103,C1329053
813961,C2194159
1944955,C4522942
106697,C0358670
2049864,C0046582
846994,C2683397
369055,C1243060
1155356,C3205099
369057,C1243062
1155354,C3209808
1155353,C0717465
315645,C0984805
1155351,C3209805
1546886,C3854895
2262424,C5211274
1305775,C1813320
2204564,C5210278
1295865,C3466520
1234317,C0784804
208540,C0710128
91601,C2756957
2204566,C5209924
91603,C0305058
91602,C0305057
31984,C0068981
750205,C1995136
1946553,C4529450
750207,C1625164
567837,C1600254
750201,C1995133
31983,C0068980
1868028,C4306834
31988,C0068986
750209,C1995139
1369778,C3535783
1369779,C3536047
106695,C0358668
1369770,C3535409
1369775,C2917849
1597574,C3872201
1546884,C3854893
318213,C0994985
1544856,C3847862
1597579,C3872275
1544854,C3833676
1544855,C3848790
1544852,C3848791
1544853,C3847863
1544850,C3848939
1544851,C3847878
27781,C0063817
374258,C1248334
1797852,C4257101
60899,C0168635
592464,C1608295
23944,C0059071
104096,C0353897
1549372,C0543141
104095,C0353896
1356534,C3504742
1356535,C3504743
104098,C0353900
1356537,C3504745
616525,C1703160
1356532,C3504740
616527,C1698523
1295285,C3465949
1295286,C3465950
1007754,C2928669
1295282,C3465946
566121,C1598549
220280,C0723711
1295289,C3465953
1594679,C3860162
214829,C0718057
214824,C0718050
1804798,C4276359
1804799,C0974171
1164979,C1177079
1164977,C3219235
1164976,C3219234
1164975,C3219233
1164973,C3219231
1804797,C4276304
1164971,C3219229
1164970,C3219228
1422080,C2365393
1422081,C3643213
2103212,C4735319
795627,C2343252
1422085,C3643658
795628,C2343253
1939353,C4519019
1939352,C4519018
895917,C2731739
895914,C2727047
895912,C2727046
895913,C2731738
895911,C2731737
757968,C0694140
757969,C0979771
1234319,C3249168
374878,C1248972
895918,C2722520
895919,C0981943
2099359,C4731893
2180650,C5195919
2180657,C5196203
2180656,C5196223
2180655,C5196387
2180654,C5196357
2180659,C5196304
2180658,C5196248
2099357,C4731891
1546449,C0050236
362824,C1236749
562922,C1595369
562923,C1595370
562927,C1595374
562925,C1595372
995906,C0708733
809480,C2366234
995904,C2918589
995905,C2918590
995902,C2918587
995903,C2918588
995900,C2918585
995901,C2918586
1190750,C0716557
1298738,C2948081
1546448,C1337343
1190757,C0360041
645245,C1719942
645244,C1720359
645247,C1720293
105320,C0356279
1249528,C0690089
250650,C0792576
207889,C0709324
250652,C0792578
250653,C0792580
902638,C2741657
1361511,C3527994
2173916,C5140463
902637,C2746474
997501,C0976923
997502,C0875865
1180526,C3234378
891113,C2729528
891110,C2729525
1180525,C3234377
1180522,C3234374
891114,C2729529
1180521,C3234373
1719997,C4058065
752870,C0939128
1001679,C1995814
329296,C1124479
329295,C1124478
329294,C1124477
329299,C1124482
1153591,C3208072
1719998,C4058066
1014404,C2939991
1014402,C2726009
1014401,C2939989
1014400,C2939988
199245,C0692628
405337,C1330543
199247,C0692630
199246,C0692629
199240,C0692615
199243,C0692624
316526,C0988924
209007,C0710680
209006,C0710679
199249,C0692635
199248,C0692632
1547743,C3855343
1547742,C3855342
1547741,C3855341
1547740,C3855340
2102479,C4735001
1547746,C3855346
1547745,C3855345
2102475,C4723997
2102474,C4723996
1812946,C4291400
2102476,C4734999
2102471,C4734996
1363437,C3257689
2102473,C4734998
2102472,C4734997
801030,C2345778
801031,C1877567
801032,C2345779
219038,C0722418
801034,C1877568
313246,C0980538
405330,C1330536
360862,C1186868
240184,C0777644
1318050,C2983955
1167239,C3221433
1293859,C1168823
1293856,C0705744
2118608,C4762310
372563,C1246621
1361769,C0704376
2123142,C4765863
1492049,C3820368
2118604,C4762306
1158219,C3212625
343147,C1145877
343146,C1145876
429558,C1358826
343141,C1145869
40001,C0078847
40003,C0078849
2118603,C4762305
1310229,C3486790
1310227,C3486770
1310220,C0939870
701412,C1878905
404688,C2340949
1300180,C2725003
218071,C0721418
375397,C1249508
375396,C1249507
375395,C1249506
1300181,C3474091
1428866,C3542442
1428867,C2699766
1428864,C3651756
1428865,C3651755
1428862,C3651758
1428863,C3651757
1428860,C3651759
1428861,C3651696
1428868,C3651754
1428869,C0057936
993333,C2917734
993331,C2917733
993336,C2917737
993335,C2917736
993334,C2917735
992153,C2917308
1166544,C3220764
1166546,C3220766
2283229,C5242093
1541749,C3834068
1300188,C3474095
1166543,C3220763
1541745,C3834071
1541744,C3834072
1541747,C3834070
1541746,C0162947
1541741,C3834075
1541740,C3714982
1541743,C3834073
2283225,C5242089
1246628,C3267561
1648169,C4018704
1648168,C4018703
1246622,C1660715
1246623,C3267556
1246620,C0778344
1246621,C1948830
1246626,C3267559
1246627,C3267560
1246624,C3267557
1648160,C3889842
1373746,C3556562
1373747,C3554965
1373745,C3554848
1536488,C3819856
1536489,C3819855
569626,C1603834
1536484,C3817479
1536485,C3819063
1536486,C3819332
1536487,C3819702
1536481,C3820132
1536482,C3820330
1536483,C3820263
206548,C0707648
334084,C1130714
334085,C1130715
897704,C0707718
206546,C0707646
1362072,C3495525
1362071,C3528194
1655955,C4034144
1233880,C1628507
1655959,C3887724
1362078,C2948993
1362079,C2948994
897700,C0710729
647346,C1740872
576008,C1593710
897703,C2740080
576004,C1593706
576005,C1593707
576006,C1593708
576000,C1593702
576001,C1593703
576003,C1593705
1125501,C3199352
647342,C1739469
1125502,C3199353
897709,C2740083
249284,C0791018
896238,C2731894
896239,C2731895
896233,C2731890
896230,C2731887
896231,C2731888
896236,C1967679
896237,C2731893
896235,C2731892
2104386,C4740855
1301243,C3474519
1485786,C3700904
5140,C0018880
373729,C1247799
2281880,C5243367
2281883,C5243200
895497,C2731510
2281885,C5243368
2281887,C5243201
1537759,C3818685
1537758,C3818686
1306212,C3255995
1175867,C3229845
1537752,C3818688
1537751,C3818689
20615,C0055152
1537757,C3818687
1537756,C3814375
1537755,C0074027
1537754,C0951421
1363408,C3503752
1789947,C4082711
1245193,C3265647
1789949,C4237877
391990,C1298372
2381733,C5391167
1488227,C3709741
852379,C2701552
852378,C2701551
852377,C2701550
852376,C2701549
852375,C2701548
1488225,C3709739
852373,C2701546
852370,C2701545
684879,C0034272
684878,C1736247
1375379,C3555546
1375378,C3556829
90402,C0303208
379024,C1253406
686433,C1828652
38876,C0077388
686431,C1829188
686430,C1873792
686436,C1829191
686434,C1873819
686439,C1829192
686438,C1828935
372455,C1246505
372456,C1246506
323994,C1106203
372452,C1246502
1245270,C3265688
372458,C1246508
1873979,C4318038
2262258,C5211208
1164788,C3219056
1164789,C3219057
235987,C0771199
1164784,C3219052
235988,C0771200
1164786,C3219054
1164780,C3219048
1164781,C3219049
1164782,C3219050
237656,C0773380
316985,C0991554
316984,C0991553
1999012,C4541193
316986,C0991555
1872964,C4317654
316980,C0991549
316983,C0991552
316982,C0991551
1872968,C4317658
1999019,C4550795
237654,C0773377
316989,C0991560
1423924,C3256603
1423925,C0077666
1423922,C0891251
1423923,C0056037
1423921,C3643348
1726415,C4060335
1726416,C4059950
1172120,C3226181
1172127,C3226188
1172125,C3226186
1172124,C3226185
1876611,C4325248
1173830,C3227858
2285812,C5243485
602732,C1628547
602733,C1629473
602734,C1629536
602735,C1630674
602736,C1629537
602737,C1631197
1599793,C3872092
1599792,C3872280
1599791,C3872350
1599790,C3872380
1599797,C3871633
1599796,C3872239
1599795,C3872205
1599794,C3872155
1086970,C2962693
310971,C0977723
689963,C1875678
10109,C0038425
10105,C0038416
10104,C0038415
10106,C0038418
1872384,C4316969
797906,C2344170
321650,C1099045
1872380,C4317506
1872381,C1570923
1872382,C3884837
1872383,C4317507
1308568,C3497079
1308569,C3497080
1859171,C4293255
1859172,C0051385
543369,C1588583
1163253,C3217568
543364,C1588579
543367,C1588581
707203,C1702499
543361,C1588577
543360,C1588576
543363,C1588578
543362,C1585918
1186059,C3239823
365758,C1239717
365759,C1239718
365757,C1239716
1186056,C3239820
365755,C1239714
1186050,C3239814
1186052,C3239816
1186053,C3239817
312199,C0979252
452587,C1384183
312190,C0979238
205338,C0706006
1305619,C3486318
1305618,C3486317
1730445,C4074329
664990,C1812957
664991,C1812958
664992,C1812959
1049143,C2954903
363183,C1237113
1305616,C3486315
805452,C2364481
1152978,C3207471
1007368,C2928290
2106342,C4741573
1152972,C3207465
822959,C2194287
1152970,C3207463
1152971,C3207464
1152976,C3207469
1152977,C3207470
1152974,C3207467
1152975,C3207468
317616,C0993263
317617,C0993272
2281108,C5241672
317612,C0993240
804616,C2356597
804615,C2356596
804614,C2356595
154985,C0600099
154987,C0600110
317619,C0993283
830456,C2586797
830457,C2586798
830455,C2586796
830458,C2586799
1592275,C3859166
207088,C0708348
1592277,C3859168
1592276,C3859167
2103306,C4735377
2103307,C4735378
1592279,C3859170
860579,C1964602
207086,C0708346
1170710,C3224826
860195,C0717157
2371042,C5384547
1431972,C3651894
379186,C1253575
1947378,C4529781
284620,C0939216
1426831,C3645181
284623,C0939219
1947370,C4529775
1947371,C0074987
284628,C0939224
284629,C0939225
575525,C1593245
1044275,C2948501
1044274,C2948500
1044276,C2948502
477585,C1533470
1044270,C2948496
1044273,C2948499
1044272,C2948498
477589,C1533472
1044279,C2948505
1044278,C2948504
803347,C2356293
803348,C2362843
803349,C2356294
1431970,C3652335
1594966,C3853936
1870959,C4306865
1870958,C4306827
1870957,C4307138
1870956,C4306354
1870955,C4306866
1594964,C3859818
1870953,C4307139
1870952,C4306355
1870951,C4306867
1870950,C4306034
151856,C0591602
1364424,C3530456
817117,C2057752
817112,C2037255
377752,C1577861
845992,C2370594
845991,C2370593
214597,C0717802
214596,C0717801
214594,C0717799
214599,C0717804
214598,C0717803
92821,C0306309
1801512,C4276387
1928569,C0994978
1928564,C4490520
1928565,C4490521
1928566,C4490522
1928567,C4490523
1607791,C4018276
1607790,C4018275
1607793,C4018278
1607792,C4018277
1607795,C4018280
566242,C1598670
1607797,C4018282
1607796,C4018281
1607798,C4018283
340791,C1141763
1801511,C4276388
340795,C1141768
413424,C1342680
10938,C0041411
1482658,C3693162
1185776,C3239546
1801510,C4276334
1720885,C4058487
150723,C0589804
1859009,C4282251
1156505,C3210939
998740,C2920650
2056487,C4723497
261159,C0875625
236302,C0771561
105695,C0357131
105694,C0357126
1157459,C3211882
240912,C0778851
236300,C0771559
215643,C0718904
236301,C0771560
215648,C0718909
1157454,C3211877
1157455,C3211878
1154909,C3209374
316913,C0991321
2119545,C4762700
1154903,C3209368
1154902,C3209367
1154904,C3209369
152761,C0592789
2119544,C4762699
333478,C1129958
333479,C1129959
1099501,C3153489
1099500,C3153488
1099503,C3153491
1099502,C3153490
1001378,C1444918
570684,C1604892
567191,C1599615
1372248,C3257521
570688,C1604896
570689,C1604897
102800,C0350892
94058,C0307583
567198,C1599621
880325,C2724890
1186165,C3239927
1187203,C3240945
1591904,C3858301
198028,C0689758
1186167,C3239929
198022,C0689745
210961,C0712929
198024,C0689750
198025,C0689751
637366,C1714033
637365,C1712098
637364,C1712097
1304557,C3485686
1185801,C3239570
1167781,C3221969
1167780,C3221968
1167783,C3221971
1167782,C3221970
1180897,C3234747
564088,C1596529
966260,C2747392
564080,C1596521
900922,C2727474
900921,C2741315
900926,C2741316
900927,C2727475
1925255,C4477677
1925254,C4477676
91100,C0304347
91101,C0304348
91104,C0304352
996161,C2918693
996160,C0692984
91109,C0304358
1090487,C2979207
27438,C0063384
1182490,C3236325
332705,C1128996
1988650,C4530610
2050747,C4719159
1150101,C3205071
1150100,C3205070
1150102,C3205072
216524,C0719818
216525,C0719819
2058929,C4731604
2058928,C4724230
2058927,C4719080
2058926,C4731603
2058925,C4731602
2058924,C4731601
2058923,C4731600
2058922,C4731599
2058921,C4731598
2058920,C4731597
1919506,C4473952
1919507,C4473953
1919504,C4473950
1919505,C4473951
1919503,C4055109
1919500,C4473948
1919501,C4473949
746072,C1967769
1919508,C4473954
1919509,C4473955
1488998,C3710066
1668273,C0318388
1488999,C3710067
2390629,C5399248
1300385,C1591327
855318,C0981794
855319,C2709913
476847,C1509932
855315,C2709911
476845,C1509578
855317,C2709912
855311,C2709909
855312,C0981136
855313,C2709910
1305549,C3256221
26744,C0062525
1049619,C2955092
998211,C2920420
375407,C1249518
1311044,C3484548
1311047,C3489192
1311041,C3484575
236519,C0771801
1812749,C4291444
1603837,C3893179
1312537,C3486219
336716,C1134025
1312538,C0053508
1312539,C3475221
34769,C0072315
259281,C0872914
402099,C1320116
576406,C1594102
402093,C1320110
402092,C1320109
402091,C1320108
1488997,C3710065
402097,C1320114
402096,C1320113
402094,C1320111
377801,C1252035
896746,C2732012
2199316,C5207436
896744,C2732010
896745,C2732011
1305545,C2756785
896748,C2732013
896749,C2732014
1049615,C0979208
616229,C1700346
2056748,C4723556
151448,C0591189
2056745,C4723553
2056744,C4723552
2056747,C4723555
2056746,C4723554
616227,C1703827
2056743,C4723551
2056742,C4723550
813172,C2080474
1358413,C3505452
1358414,C3505453
1152848,C3207345
1298833,C1123269
2269678,C5228775
606051,C1656276
2269676,C5228858
1790677,C4238192
545274,C1589839
545277,C1589841
856665,C2710456
856664,C2710455
856666,C2710457
856661,C2710453
856660,C0976072
856663,C2710454
856662,C0716324
1152842,C3207339
730031,C1965392
730030,C1965391
730032,C1964771
730038,C1965397
1152841,C3207338
1152846,C3207343
1731042,C4073374
1014308,C2939924
1014309,C2727505
1731041,C4074578
1014303,C2926914
1014305,C2926916
2102044,C4734884
616489,C1695418
616488,C1703534
616487,C1699037
616486,C1703081
616485,C1698500
616484,C1703080
616483,C1699036
616482,C1702538
616480,C1698499
1173017,C3227062
2102040,C4734880
755621,C0688224
755623,C0793299
1173011,C3227056
1191308,C1593111
1191309,C1169044
1424918,C3644443
1424919,C3644444
2102042,C4734882
618501,C1128082
1424912,C3644437
1191301,C1694133
1424910,C0752345
1424911,C3467876
1424916,C3644441
1424917,C3644442
1424914,C3644439
1191307,C0976952
1667269,C4051674
1011875,C2726826
1011874,C2938214
1667261,C4051672
1011871,C2938212
1011870,C2938211
1011872,C2938213
900113,C2741010
900111,C2727694
900110,C2741008
2268108,C5228613
900116,C2727744
900115,C2741012
900114,C2741011
2268104,C5228764
2268105,C5203213
900118,C2727455
891831,C2729844
891830,C2722028
891833,C2709360
2268103,C5228612
1173999,C3228025
200213,C0694139
200215,C0694141
266604,C0886584
203748,C0701312
1305892,C2369159
403875,C1329080
1042693,C0785816
314077,C0981556
314076,C0981555
314075,C0981554
314072,C0981551
218227,C0721577
218229,C0721579
314079,C0981559
314078,C0981557
1720161,C0772062
800806,C2345611
205595,C0706493
323929,C1103097
895466,C2725758
1174882,C3228896
797701,C1815100
797704,C1876838
323925,C1102984
323924,C1102976
802502,C2937429
248279,C0789644
248277,C0789639
1650901,C3888034
1162231,C3216561
1153255,C3207742
1153257,C3207744
1437840,C3666858
1437841,C3666859
1153252,C3207739
1153253,C3207740
1422546,C3267605
1422545,C3643761
1423494,C3643124
1423492,C3643835
1423493,C3643929
619354,C0360068
1423491,C3643728
1007911,C2928825
1358893,C3488680
1112779,C0717104
1297542,C0936394
1363268,C3181682
1363269,C3528739
1296639,C3467249
1296634,C3467244
831872,C2608219
831870,C2608218
831877,C0980269
1363265,C3496187
1363267,C3468008
1251465,C3282480
246172,C0786984
1251461,C3282476
219178,C0722563
219179,C0722564
1007919,C2928833
1251469,C3282484
1006396,C0889202
1006397,C0051654
864092,C2722434
864094,C2722436
1114349,C3162491
1114348,C3162490
604023,C1635184
604020,C1630472
604021,C1631128
1809737,C4283437
1114342,C2369782
1114341,C3162487
1114340,C3162486
1114347,C3162489
1114346,C3162488
1114345,C0054147
1809730,C4282157
1163907,C3218199
1115697,C3163072
1163905,C3218197
568832,C1603039
1163902,C3218194
1163901,C3218193
1115698,C3163073
1115699,C3163074
1361688,C3528076
1361689,C3528077
690247,C1874500
690246,C1874499
690245,C1874498
1810577,C4283718
2106558,C4741663
688507,C1829337
569121,C1603329
2106559,C4741664
848118,C2683990
848119,C1585747
848114,C1588205
1598655,C3872221
794053,C2342649
1162059,C3216390
794054,C0713512
1362137,C0304139
1362136,C0382876
1362135,C0285387
1362134,C3528223
1362132,C3528221
1362131,C3528220
1161506,C3215844
1161509,C3215847
1161508,C3215846
1362139,C3528226
1362138,C3528225
800577,C2345436
1747577,C4224527
2274242,C4733730
2274243,C0955298
2274240,C5233926
2274241,C5233927
1987157,C4530227
339270,C1137921
819395,C2057529
993275,C2917708
993270,C2917703
993271,C2917704
993278,C2917711
993279,C2917712
2123168,C4719244
568579,C1600994
1011093,C0788432
1011092,C2938025
2123164,C4765881
2123165,C4688685
5882,C0021741
5880,C0021735
5885,C0021745
573274,C1607466
370331,C1244351
573271,C1607463
573273,C1607465
1296136,C3466773
647366,C1739451
213120,C0716105
213128,C0716114
328897,C1123906
1797870,C0594491
328892,C1123899
1797877,C4257297
1173662,C3227691
1797878,C1602418
1797879,C4257094
328898,C1123909
1372524,C3538302
1810572,C4283713
892793,C0787088
406006,C1331239
207202,C0708493
1245256,C3265675
1245257,C3265676
1245254,C3265673
1245255,C3265674
1245250,C3265670
314812,C0982369
579600,C1616248
4103,C0014942
2285402,C5242444
366700,C1240669
311368,C0978241
311369,C0978242
311364,C0978237
687620,C1828805
311361,C0978232
1651266,C4033656
1651267,C4026109
1870289,C4307174
1165336,C3219591
1165337,C3219592
1165334,C3219589
1165335,C3219590
1870281,C4307000
1870280,C4306910
1870286,C4306999
1870285,C4306909
1046278,C2949254
1425230,C3644562
154643,C0598436
1312728,C3267333
1999195,C4550850
1999194,C4520706
1999197,C4550852
1999196,C4550851
998233,C2920435
1999190,C4550846
1999193,C4550849
1999192,C4550848
568680,C1601095
1315118,C3496075
1999199,C4550854
1999198,C4550853
236573,C0771864
236572,C0771863
632296,C1240214
219956,C0723370
219957,C0723371
1046271,C2949250
2105828,C4741332
1312721,C3488961
818422,C2142852
706958,C1585129
1315112,C3500693
1726335,C4048968
1726333,C4048961
15978,C0049477
311943,C0978949
311944,C0978950
1721643,C4058869
311948,C0978954
2388333,C5399237
2388336,C5398840
1044527,C2948648
2388334,C5399238
2388335,C5399528
2105629,C4741224
2105628,C4524315
2105627,C4741223
385497,C1262862
310015,C0976533
310014,C0976532
10603,C0040238
10600,C0040233
10601,C0040235
53017,C0129478
42769,C0086555
4108,C0014962
385496,C1262861
236395,C0771662
1187283,C3241025
236396,C0771663
236393,C0771660
1345682,C3488038
1345680,C3486753
1345681,C3487969
1494771,C3818088
1494770,C3819561
1654921,C4027176
1494775,C3818087
1494774,C3819560
1494777,C3819559
1654925,C4027178
1494778,C3817003
1176037,C3229991
1176036,C3229990
1176030,C3229984
800578,C2345437
379230,C1253622
379233,C1253625
1801140,C4270827
379237,C1253629
379238,C1253630
439496,C1368970
439491,C1368965
1089476,C2978720
1657695,C4033834
828683,C2370727
828684,C2370728
828685,C2370729
1435110,C3665003
1856533,C4292609
285039,C0939672
1856535,C4293465
1435115,C1691970
1435116,C3665005
1856536,C4293500
285032,C0939665
1856538,C4293595
285036,C0939669
1856515,C4293596
544118,C1586142
1162478,C3216800
700638,C1876739
1187514,C3241256
66852,C0205658
1187515,C3241257
1176691,C3230631
1176690,C3230630
8339,C0031955
1187519,C3241261
581408,C1620678
876668,C2724528
1376392,C3556677
19596,C0053931
1376394,C3556518
1376395,C3555162
630300,C1703628
570233,C1604440
630302,C1703629
630303,C1691874
1944766,C4522846
401938,C1319622
384565,C1260576
384560,C1260571
384561,C1260572
1295417,C3466080
1295411,C3466074
1295410,C3466073
1152837,C3207334
1152836,C3207333
1152833,C3207330
1152832,C3207329
1491859,C3818785
1491858,C3818786
968475,C2756533
1604557,C3892224
543665,C1588785
543666,C1585999
374057,C1248130
216813,C0720113
216819,C0720119
829972,C2586685
1119597,C3195272
1119596,C3195271
151131,C0590658
824188,C2368794
580134,C1618825
352188,C1169802
1367,C0004969
1362,C0004963
1361,C0004962
28200,C0064326
1369,C0004975
214418,C0717615
214419,C0717616
214411,C0717608
214416,C0717613
385215,C1262570
385211,C1262566
385213,C1262568
385212,C1262567
250423,C0792312
250427,C0792316
250426,C0792315
197853,C0689303
1008378,C2929283
1008379,C2929284
93252,C0306756
93253,C0306757
1008374,C2929279
1008375,C2929280
1008376,C2929281
807219,C0078221
1008370,C2929275
572184,C1606382
1008372,C2929277
1008373,C2929278
543460,C1588648
215101,C0718343
1536144,C3817741
1020435,C2940383
1020434,C2940382
1313179,C3499937
577606,C0937060
1020430,C2940380
1020433,C2940381
1313173,C3499933
1313172,C3499932
1313171,C3499931
377356,C1251579
1313177,C3499936
1313176,C0768280
1313175,C3499935
1313174,C3499934
104441,C0354531
672656,C1813854
672657,C1813855
1155011,C1271250
828376,C2370548
672658,C1813856
672659,C1813857
1865167,C4301582
1156200,C3210639
1156201,C3210640
1156207,C3210646
1156208,C3210647
1092382,C0710387
332296,C1128490
1092380,C2980395
1092381,C2980396
332290,C1128484
1157557,C3211977
1092388,C2980401
1092389,C2980402
1157553,C3211974
1157551,C0360332
332298,C1128497
102848,C0351000
1154428,C3208898
25112,C0060493
25113,C0060494
1547563,C3855215
544940,C1589628
340618,C1141538
340619,C1141539
340617,C1141535
1995300,C4541844
1547562,C3855214
1992828,C4535700
1992829,C4535701
1992820,C4535692
1992821,C4535693
349730,C1165353
1992823,C4535695
1992824,C4535696
1992825,C4535697
1992826,C4535698
1992827,C4535699
804919,C2356703
227304,C0733468
227303,C0733467
105711,C0357156
564325,C1596766
1738592,C4048527
9639,C0036579
1738590,C4048373
1738591,C4081379
1738596,C4048528
1738594,C4048372
1738595,C4081381
997157,C0690267
997155,C2920033
259421,C0873084
466457,C1445691
466453,C1445687
374952,C1249048
1172520,C3226572
466459,C1445693
1745434,C4225108
996828,C0773973
1158068,C3212482
1158069,C3212483
1152009,C3206520
1152006,C3206517
1158060,C3212474
996823,C2918992
996824,C0978580
996825,C2918993
996826,C0708386
996827,C2918994
1431136,C3652271
1431137,C3651900
1431135,C3652298
1159331,C3213718
2056529,C4723525
1159332,C3213719
1159335,C3213722
1431138,C3652029
1431139,C3652104
213471,C0716546
2048035,C4703831
2050771,C4719177
346286,C1160728
346285,C1160727
346284,C1160726
352958,C1170592
346289,C1160731
346288,C1160730
635941,C1711636
1596003,C3865216
884013,C2726329
2048033,C4552088
884014,C2722893
1596004,C3865196
1596005,C3859106
867258,C2723677
867259,C2723678
867250,C2723669
867251,C2723670
867252,C2723671
867253,C2723672
867254,C2723673
1000407,C0710968
867256,C2723675
1000405,C0979053
892096,C2729904
892097,C2729905
892094,C2729902
892095,C2729903
892092,C2729900
892093,C2729901
892090,C2729898
892091,C2729899
58328,C0149473
892098,C2729906
892099,C2729907
352951,C1170584
1863988,C1696284
3343,C0012059
1863986,C4281877
3347,C0012066
1237048,C3255403
1237049,C3255404
477215,C1509815
569499,C1603707
477216,C1509974
567439,C1599862
567438,C1599861
30257,C0066837
567436,C1599859
751970,C1168979
384971,C1261766
567430,C1599853
1161299,C3215644
1370585,C3535895
1370584,C3535896
1161290,C3215636
1161293,C3215639
1161295,C3215641
2108567,C4745851
1161297,C1445589
1370586,C3535894
299635,C0962603
1370581,C3535899
1370580,C3535900
1539791,C3832860
967723,C2756200
1370583,C3535897
1370582,C3535898
967721,C2756198
106430,C0358265
106431,C0358269
1157225,C3211648
347151,C1162303
370642,C1244663
446361,C1377791
330626,C1126338
330627,C1126339
330620,C1126329
370647,C1244668
370644,C1244665
330623,C1126333
2108569,C4745852
370648,C1244669
370649,C1244670
330628,C1126340
330629,C1126341
338036,C1136535
1295430,C3466093
897316,C2739885
897317,C2739886
1190952,C3245315
1190953,C3245316
897318,C2739887
897319,C2727083
1190956,C3245319
1190957,C3245320
1190954,C3245317
1440290,C0301499
995708,C2918498
995709,C2918499
308645,C0974872
995701,C2918495
308647,C0974874
995703,C2702412
995704,C2918496
308640,C0974867
995706,C2709436
995707,C2702319
792093,C2342216
1165184,C3219442
1186002,C3239766
898700,C2740389
792090,C2342213
2049110,C4704257
236587,C0771880
1303247,C3484621
1160168,C3214542
721656,C1609474
721654,C0993596
1160160,C3214534
898704,C2740393
792094,C2342217
898705,C2740394
402110,C1320131
617094,C1703417
376822,C1251016
687351,C1875160
55244,C0139007
32645,C0069772
32649,C0069776
6142,C0022635
358190,C1176237
6146,C0022642
1250090,C1996485
978654,C0688592
978653,C2912037
393275,C1306125
794983,C2342967
393276,C1306126
794981,C2342966
2055111,C4723019
2055110,C4723018
2055113,C4723021
2055112,C4723020
2055115,C4718999
2055114,C4723022
372644,C1246703
372645,C1246704
372647,C1246706
1313183,C3255900
200394,C0694440
200395,C0694441
1495198,C3820290
1495199,C3820082
200390,C0694436
2374330,C5384523
1805869,C4276350
2374332,C5383372
247075,C0788011
2374339,C0053301
385495,C1262860
2106092,C4741489
1482505,C3693078
385494,C1262859
1482504,C3693077
1431965,C3651325
1431964,C3652168
1431961,C3651895
315268,C0982960
440549,C1370586
1431962,C3652021
440547,C1370584
315264,C0982956
315266,C0982958
315261,C0982950
315263,C0982952
315262,C0982951
1169290,C3223432
1008649,C2929549
1313188,C3465012
1741958,C4084038
1741959,C4084039
1741956,C4084036
1741957,C4084037
1741954,C4084034
1741955,C4084035
1726681,C4060186
1726680,C4048481
1741951,C4084031
1716027,C4056528
1716024,C4056554
249465,C0791267
1716023,C4056741
1716020,C4056555
249469,C0791272
2199887,C5207719
1716028,C4056583
1716029,C4056637
856364,C0690611
404186,C1329390
404182,C1329387
856363,C2710317
4537,C0016576
4530,C0016564
856369,C0874811
1294112,C1170193
900094,C2740997
900095,C2727652
900092,C2740996
900093,C2725995
900090,C2740995
900091,C2727429
1650004,C3887871
1650001,C4020127
1650003,C3887904
33199,C0070455
236809,C0772125
236807,C0772123
236806,C0772122
236801,C0772117
1859500,C4294657
236803,C0772119
236802,C0772118
1368209,C0771851
1046609,C0715470
1368203,C0053073
1368202,C0106916
1368201,C0057874
1368200,C0055561
